Field,Field_Variability_Rank,X_miles,Y_miles,Structural_Depth_ft,Isopach_ft,GammaRay_API,Resistivity_ohmm,Porosity_frac,Oil_Production_BOPD
Field_06,6,1.41,0.71,9103.5,89.9,56.8,14.67,0.2287,343.6
Field_06,6,1.52,0.71,9039.8,82.7,59.3,16.53,0.2392,382.1
Field_06,6,1.62,0.71,8889.9,77.8,58.0,18.66,0.2436,414.6
Field_06,6,1.72,0.71,8715.1,76.1,53.2,19.98,0.2399,404.3
Field_06,6,1.82,0.71,8607.3,77.9,47.2,19.41,0.2281,340.3
Field_06,6,1.92,0.71,8599.8,83.4,42.9,17.38,0.2124,272.6
Field_06,6,2.02,0.71,8619.0,89.9,42.2,15.28,0.1977,239.6
Field_06,6,2.12,0.71,8531.0,93.8,42.8,14.05,0.1867,242.1
Field_06,6,2.22,0.71,8270.7,94.3,41.3,13.94,0.1791,260.7
Field_06,6,2.32,0.71,7944.9,91.4,36.9,14.61,0.1753,270.8
Field_06,6,2.42,0.71,7777.5,83.4,31.6,15.45,0.1786,262.5
Field_06,6,2.53,0.71,7907.1,70.2,28.1,15.91,0.1895,247.2
Field_06,6,2.63,0.71,8262.9,57.0,28.5,15.66,0.2008,228.9
Field_06,6,2.73,0.71,8693.4,51.2,34.1,14.78,0.2046,213.9
Field_06,6,2.83,0.71,9117.3,54.5,43.9,13.82,0.2014,214.4
Field_06,6,2.93,0.71,9463.7,62.9,53.2,13.26,0.1966,230.4
Field_06,6,3.03,0.71,9634.6,71.5,57.9,13.04,0.191,254.8
Field_06,6,3.13,0.71,9606.8,76.9,57.5,13.11,0.1811,268.2
Field_06,6,3.23,0.71,9447.2,76.7,53.8,13.86,0.1656,255.3
Field_06,6,3.33,0.71,9224.1,73.8,49.6,15.65,0.1515,232.3
Field_06,6,3.43,0.71,8987.2,73.6,46.5,18.05,0.1482,229.9
Field_06,6,3.54,0.71,8814.9,78.7,44.5,20.14,0.1582,270.5
Field_06,6,3.64,0.71,8764.1,86.6,42.8,21.38,0.1739,362.4
Field_06,6,3.74,0.71,8768.6,93.6,40.9,21.6,0.1845,466.7
Field_06,6,3.84,0.71,8712.8,96.8,39.2,20.3,0.1849,494.2
Field_06,6,3.94,0.71,8594.7,93.6,39.5,17.63,0.1776,422.6
Field_06,6,4.04,0.71,8510.9,82.5,43.2,15.14,0.1699,331.3
Field_06,6,4.14,0.71,8530.7,65.9,49.6,14.31,0.1686,271.5
Field_06,6,4.24,0.71,8661.3,51.0,55.3,15.16,0.1747,238.6
Field_06,6,4.34,0.71,8877.5,45.8,58.2,16.68,0.1823,227.5
Field_06,6,4.44,0.71,9130.6,51.2,58.9,17.95,0.1832,231.8
Field_06,6,4.55,0.71,9352.8,62.9,59.3,18.71,0.1746,232.9
Field_06,6,4.65,0.71,9496.4,76.9,60.1,18.63,0.1652,234.7
Field_06,6,4.75,0.71,9568.6,90.2,60.7,17.5,0.1673,254.2
Field_06,6,4.85,0.71,9566.7,98.1,60.7,16.23,0.1839,285.0
Field_06,6,4.95,0.71,9405.9,96.9,59.6,15.75,0.205,290.1
Field_06,6,5.05,0.71,9060.3,89.3,57.1,15.63,0.2181,249.6
Field_06,6,5.15,0.71,8711.1,81.7,53.8,15.05,0.2186,204.5
Field_06,6,5.25,0.71,8531.0,79.2,51.0,14.4,0.2081,193.8
Field_06,6,5.35,0.71,8438.1,81.9,49.9,14.32,0.1912,201.9
Field_06,6,5.45,0.71,8289.7,87.5,50.5,14.38,0.1761,196.0
Field_06,6,5.56,0.71,8148.5,93.5,51.2,14.06,0.1721,172.3
Field_06,6,5.66,0.71,8161.7,98.3,50.5,13.84,0.1788,156.4
Field_06,6,5.76,0.71,8344.0,99.7,48.6,14.18,0.1841,165.0
Field_06,6,5.86,0.71,8596.1,96.7,47.7,14.83,0.1797,191.0
Field_06,6,5.96,0.71,8823.1,90.6,48.7,15.51,0.1709,221.5
Field_06,6,6.06,0.71,8995.1,83.3,50.0,16.13,0.1673,257.2
Field_06,6,6.16,0.71,9152.0,76.0,50.0,16.3,0.1699,286.5
Field_06,6,6.26,0.71,9327.2,69.0,49.0,15.66,0.1755,285.7
Field_06,6,6.36,0.71,9479.6,62.9,48.7,14.66,0.1848,261.6
Field_06,6,6.46,0.71,9532.7,58.4,48.8,13.92,0.1981,235.8
Field_06,6,6.57,0.71,9430.5,55.0,48.3,13.44,0.2077,210.9
Field_06,6,6.67,0.71,9181.5,52.9,47.3,12.87,0.2043,184.8
Field_06,6,6.77,0.71,8896.3,53.8,47.0,12.16,0.1862,160.9
Field_06,6,6.87,0.71,8720.2,57.9,47.8,11.62,0.1616,142.8
Field_06,6,6.97,0.71,8734.3,64.5,49.2,11.41,0.1446,138.8
Field_06,6,7.07,0.71,8958.8,72.6,50.2,11.35,0.1453,157.4
Field_06,6,7.17,0.71,9355.7,79.3,49.9,11.23,0.1614,192.3
Field_06,6,7.27,0.71,9774.3,82.0,48.4,11.12,0.1817,220.4
Field_06,6,7.37,0.71,9996.4,81.6,46.1,11.24,0.1927,223.7
Field_06,6,7.47,0.71,9893.4,81.1,43.6,11.77,0.1855,200.5
Field_06,6,7.58,0.71,9520.3,83.0,41.4,12.95,0.1596,163.2
Field_06,6,7.68,0.71,9063.2,87.3,40.3,15.21,0.1264,130.2
Field_06,6,7.78,0.71,8687.9,91.6,41.1,18.44,0.1036,117.1
Field_06,6,7.88,0.71,8422.6,92.1,44.1,20.99,0.1025,138.0
Field_06,6,7.98,0.71,8237.1,87.8,49.1,21.13,0.1197,196.3
Field_06,6,8.08,0.71,8221.0,82.0,54.5,19.65,0.142,261.9
Field_06,6,8.18,0.71,8524.1,78.6,58.1,18.55,0.1591,301.6
Field_06,6,8.28,0.71,9092.3,78.6,57.8,18.56,0.1706,317.2
Field_06,6,8.38,0.71,9659.7,79.1,53.4,19.03,0.18,318.1
Field_06,6,8.48,0.71,10030.7,78.8,47.5,19.13,0.1869,314.0
Field_06,6,8.59,0.71,10176.2,80.5,43.1,18.77,0.1857,321.3
Field_06,6,8.69,0.71,10074.3,86.0,41.4,18.13,0.1721,336.9
Field_06,6,8.79,0.71,9678.4,91.5,42.2,16.88,0.15,325.2
Field_06,6,8.89,0.71,9078.8,91.1,44.5,14.76,0.1317,271.8
Field_06,6,8.99,0.71,8531.4,83.8,47.3,12.4,0.1282,213.6
Field_06,6,9.09,0.71,8268.5,75.1,49.3,10.86,0.1411,183.3
Field_06,6,9.19,0.71,8369.8,70.1,49.2,10.7,0.1625,186.5
Field_06,6,9.29,0.71,8782.9,68.2,46.1,11.9,0.1814,210.5
Field_06,6,9.39,0.71,9352.2,66.1,41.0,13.97,0.1917,227.8
Field_06,6,9.49,0.71,9871.2,63.3,36.3,16.09,0.1956,222.4
Field_06,6,9.6,0.71,10178.1,61.5,34.2,17.47,0.1973,207.5
Field_06,6,9.7,0.71,10195.2,62.1,35.8,17.27,0.1984,200.3
Field_06,6,9.8,0.71,9954.0,65.8,40.1,15.45,0.1995,203.2
Field_06,6,9.9,0.71,9611.8,72.1,44.8,13.33,0.2013,210.7
Field_06,6,10.0,0.71,9330.6,78.1,47.5,12.16,0.2032,219.8
Field_06,6,0.0,0.81,8935.4,77.8,46.0,12.1,0.1964,203.2
Field_06,6,0.1,0.81,8848.9,78.3,44.4,12.95,0.196,226.6
Field_06,6,0.2,0.81,8696.3,76.0,41.8,15.02,0.1896,271.0
Field_06,6,0.3,0.81,8610.7,74.6,38.7,17.29,0.1765,321.6
Field_06,6,0.4,0.81,8682.4,75.3,36.5,18.3,0.1596,328.0
Field_06,6,0.51,0.81,8777.4,75.5,36.7,17.58,0.1461,266.9
Field_06,6,0.61,0.81,8717.7,72.4,39.9,16.21,0.1444,189.0
Field_06,6,0.71,0.81,8542.0,67.4,44.8,15.45,0.1549,137.6
Field_06,6,0.81,0.81,8440.1,66.0,48.7,15.38,0.1668,118.6
Field_06,6,0.91,0.81,8522.5,71.2,49.4,14.97,0.1697,126.8
Field_06,6,1.01,0.81,8747.5,80.1,47.3,13.66,0.1678,150.8
Field_06,6,1.11,0.81,8987.3,87.2,45.2,12.36,0.1726,182.0
Field_06,6,1.21,0.81,9145.0,89.3,46.4,12.27,0.1883,225.8
Field_06,6,1.31,0.81,9225.9,86.8,50.5,13.8,0.2086,285.8
Field_06,6,1.41,0.81,9260.1,81.6,54.3,16.73,0.227,355.2
Field_06,6,1.52,0.81,9228.7,75.8,55.3,20.38,0.2409,421.0
Field_06,6,1.62,0.81,9127.1,70.7,53.3,23.67,0.2472,451.1
Field_06,6,1.72,0.81,9006.8,67.4,48.9,25.24,0.2417,410.7
Field_06,6,1.82,0.81,8909.4,68.0,43.6,24.19,0.2253,331.1
Field_06,6,1.92,0.81,8816.4,74.1,40.5,21.06,0.205,275.7
Field_06,6,2.02,0.81,8666.2,82.2,41.1,17.43,0.1893,264.4
Field_06,6,2.12,0.81,8412.2,87.4,43.1,14.8,0.1824,287.8
Field_06,6,2.22,0.81,8102.3,88.2,42.6,13.87,0.182,328.7
Field_06,6,2.32,0.81,7880.7,85.7,38.6,14.41,0.1839,358.1
Field_06,6,2.42,0.81,7873.8,79.5,33.9,15.56,0.1875,348.2
Field_06,6,2.53,0.81,8083.4,69.0,31.4,16.24,0.1935,305.7
Field_06,6,2.63,0.81,8405.2,58.2,32.9,15.76,0.1981,256.7
Field_06,6,2.73,0.81,8751.4,53.0,39.0,14.49,0.1978,221.8
Field_06,6,2.83,0.81,9097.3,55.7,47.9,13.46,0.1959,212.8
Field_06,6,2.93,0.81,9394.8,62.8,54.9,13.06,0.197,227.4
Field_06,6,3.03,0.81,9571.3,70.0,57.1,12.88,0.1992,251.9
Field_06,6,3.13,0.81,9621.4,73.4,54.6,12.83,0.1953,262.4
Field_06,6,3.23,0.81,9583.8,71.7,49.9,13.61,0.1817,247.3
Field_06,6,3.33,0.81,9467.5,68.4,45.5,15.67,0.1649,220.7
Field_06,6,3.43,0.81,9269.8,69.1,42.6,18.2,0.1574,204.1
Field_06,6,3.54,0.81,9029.3,75.5,40.8,19.92,0.165,212.6
Field_06,6,3.64,0.81,8804.9,84.5,39.4,20.69,0.1796,261.0
Field_06,6,3.74,0.81,8609.9,91.2,38.2,21.08,0.1872,343.0
Field_06,6,3.84,0.81,8437.6,93.0,37.4,20.72,0.1817,393.7
Field_06,6,3.94,0.81,8327.6,89.1,38.0,18.94,0.1683,364.1
Field_06,6,4.04,0.81,8326.1,79.4,41.2,16.6,0.1565,300.8
Field_06,6,4.14,0.81,8433.4,65.8,47.4,15.34,0.1549,257.6
Field_06,6,4.24,0.81,8635.2,53.7,53.9,15.58,0.1648,237.7
Field_06,6,4.34,0.81,8905.9,49.2,57.8,16.47,0.1788,227.5
Field_06,6,4.44,0.81,9163.1,53.5,59.1,17.13,0.1865,217.3
Field_06,6,4.55,0.81,9298.2,63.7,59.5,17.47,0.1841,207.8
Field_06,6,4.65,0.81,9288.2,76.6,59.5,17.35,0.1785,218.6
Field_06,6,4.75,0.81,9233.8,88.9,58.7,16.49,0.181,256.2
Field_06,6,4.85,0.81,9212.5,95.3,57.3,15.42,0.1943,287.8
Field_06,6,4.95,0.81,9141.2,92.7,55.5,14.93,0.2103,270.2
Field_06,6,5.05,0.81,8937.4,84.6,53.1,14.87,0.2187,211.4
Field_06,6,5.15,0.81,8721.1,77.8,50.1,14.68,0.2163,164.3
Field_06,6,5.25,0.81,8623.8,76.3,47.6,14.58,0.2056,153.2
Field_06,6,5.35,0.81,8538.2,79.6,47.0,15.04,0.1908,158.4
Field_06,6,5.45,0.81,8323.6,84.6,48.1,15.69,0.1785,154.4
Field_06,6,5.56,0.81,8088.6,89.6,49.1,15.84,0.1757,138.3
Field_06,6,5.66,0.81,8037.9,94.0,48.6,15.54,0.1808,128.0
Field_06,6,5.76,0.81,8195.8,96.3,47.2,15.09,0.1836,135.1
Field_06,6,5.86,0.81,8434.6,94.0,46.8,14.44,0.1785,151.2
Field_06,6,5.96,0.81,8640.7,87.4,47.8,13.86,0.1717,167.0
Field_06,6,6.06,0.81,8787.1,80.0,48.8,13.8,0.1711,188.2
Field_06,6,6.16,0.81,8932.7,74.5,48.5,14.17,0.1754,213.1
Field_06,6,6.26,0.81,9144.6,69.9,47.5,14.36,0.1796,222.8
Field_06,6,6.36,0.81,9391.1,65.1,47.1,14.21,0.1854,214.7
Field_06,6,6.46,0.81,9541.4,61.3,47.6,14.05,0.1949,206.4
Field_06,6,6.57,0.81,9470.6,59.3,48.1,14.02,0.2028,201.8
Field_06,6,6.67,0.81,9194.9,58.3,48.5,13.94,0.2018,193.9
Field_06,6,6.77,0.81,8891.6,59.0,49.1,13.67,0.1897,183.1
Field_06,6,6.87,0.81,8725.7,63.1,50.1,13.27,0.1704,177.2
Field_06,6,6.97,0.81,8728.0,72.0,50.9,12.72,0.1541,183.5
Field_06,6,7.07,0.81,8884.9,83.8,50.9,11.95,0.1513,204.2
Field_06,6,7.17,0.81,9192.2,92.3,49.6,11.2,0.1632,228.0
Field_06,6,7.27,0.81,9567.4,92.8,47.4,10.95,0.1805,237.8
Field_06,6,7.37,0.81,9841.6,88.1,45.0,11.49,0.189,228.4
Field_06,6,7.47,0.81,9878.6,85.5,42.8,12.74,0.1779,203.0
Field_06,6,7.58,0.81,9652.2,88.2,41.1,14.59,0.1486,166.5
Field_06,6,7.68,0.81,9237.1,93.1,40.8,17.34,0.1156,131.8
Field_06,6,7.78,0.81,8768.3,94.7,42.8,21.03,0.097,117.5
Field_06,6,7.88,0.81,8371.9,90.0,46.7,24.27,0.0999,138.4
Field_06,6,7.98,0.81,8132.5,80.3,52.1,24.97,0.1176,195.6
Field_06,6,8.08,0.81,8148.1,71.7,57.9,23.09,0.1382,256.8
Field_06,6,8.18,0.81,8500.8,69.9,62.0,20.61,0.1548,293.2
Field_06,6,8.28,0.81,9091.5,75.1,61.9,18.91,0.1681,308.7
Field_06,6,8.38,0.81,9656.8,81.1,57.2,18.08,0.181,306.5
Field_06,6,8.48,0.81,10012.4,83.7,50.0,17.66,0.1923,294.9
Field_06,6,8.59,0.81,10137.6,85.3,43.3,17.31,0.1956,292.4
Field_06,6,8.69,0.81,10037.0,89.0,39.4,16.85,0.1853,303.0
Field_06,6,8.79,0.81,9700.8,92.0,39.0,16.08,0.1642,304.3
Field_06,6,8.89,0.81,9211.9,90.2,41.4,14.73,0.145,277.5
Field_06,6,8.99,0.81,8761.4,83.0,45.2,12.95,0.1385,235.8
Field_06,6,9.09,0.81,8524.9,75.1,48.1,11.54,0.1458,203.2
Field_06,6,9.19,0.81,8587.4,69.6,48.1,11.34,0.1604,190.3
Field_06,6,9.29,0.81,8933.3,64.9,45.0,12.68,0.173,187.7
Field_06,6,9.39,0.81,9417.1,58.8,40.5,15.21,0.1776,179.8
Field_06,6,9.49,0.81,9817.3,52.8,37.2,18.04,0.1773,168.7
Field_06,6,9.6,0.81,9975.8,49.8,36.4,20.08,0.1785,170.3
Field_06,6,9.7,0.81,9851.5,51.1,38.2,20.08,0.1829,186.2
Field_06,6,9.8,0.81,9525.5,56.3,41.7,17.76,0.1875,199.6
Field_06,6,9.9,0.81,9188.6,64.2,45.0,14.78,0.191,200.2
Field_06,6,10.0,0.81,9000.1,72.5,46.5,12.73,0.194,197.0
Field_06,6,0.0,0.91,8721.4,73.9,44.5,12.58,0.1834,172.1
Field_06,6,0.1,0.91,8818.4,79.2,43.1,13.02,0.1806,192.4
Field_06,6,0.2,0.91,8811.5,81.9,41.2,14.89,0.1696,235.0
Field_06,6,0.3,0.91,8785.5,83.3,38.6,17.15,0.1545,286.2
Field_06,6,0.4,0.91,8845.9,83.4,36.5,18.15,0.1412,298.6
Field_06,6,0.51,0.91,8927.8,80.5,36.7,17.56,0.1352,253.0
Field_06,6,0.61,0.91,8899.8,74.8,39.6,16.82,0.1404,196.9
Field_06,6,0.71,0.91,8772.4,69.3,43.9,17.07,0.1553,167.0
Field_06,6,0.81,0.91,8676.7,68.0,47.0,17.79,0.1695,165.1
Field_06,6,0.91,0.91,8724.9,72.6,47.2,17.23,0.1738,177.4
Field_06,6,1.01,0.91,8922.4,80.1,45.3,15.1,0.1715,188.6
Field_06,6,1.11,0.91,9155.1,85.2,44.1,13.23,0.174,201.7
Field_06,6,1.21,0.91,9321.7,84.8,45.6,13.05,0.1873,231.4
Field_06,6,1.31,0.91,9435.6,80.6,49.0,14.85,0.2078,282.4
Field_06,6,1.41,0.91,9510.6,76.0,51.5,18.31,0.2279,349.6
Field_06,6,1.52,0.91,9506.1,72.9,51.3,22.62,0.2422,422.2
Field_06,6,1.62,0.91,9443.2,70.4,48.5,26.44,0.246,462.3
Field_06,6,1.72,0.91,9384.0,67.9,44.3,28.33,0.2361,425.5
Field_06,6,1.82,0.91,9292.6,67.4,40.6,27.48,0.2153,347.7
Field_06,6,1.92,0.91,9064.9,71.6,40.1,24.03,0.1929,301.2
Field_06,6,2.02,0.91,8672.9,78.2,43.2,19.39,0.1787,304.4
Field_06,6,2.12,0.91,8225.6,82.4,46.7,15.62,0.1762,338.4
Field_06,6,2.22,0.91,7927.5,82.7,46.4,13.91,0.1812,380.2
Field_06,6,2.32,0.91,7939.4,80.5,42.4,14.1,0.1867,401.3
Field_06,6,2.42,0.91,8228.6,76.4,38.1,15.1,0.19,379.0
Field_06,6,2.53,0.91,8598.3,70.1,36.6,15.56,0.192,327.1
Field_06,6,2.63,0.91,8878.9,63.4,39.3,14.86,0.1913,275.2
Field_06,6,2.73,0.91,9051.4,59.9,45.9,13.72,0.1879,239.7
Field_06,6,2.83,0.91,9179.5,61.4,53.6,13.13,0.1873,226.8
Field_06,6,2.93,0.91,9288.7,66.3,58.2,13.11,0.1931,230.7
Field_06,6,3.03,0.91,9379.9,71.1,57.5,12.96,0.2002,234.3
Field_06,6,3.13,0.91,9483.0,72.4,53.0,12.75,0.1998,224.3
Field_06,6,3.23,0.91,9599.7,69.3,47.7,13.52,0.1879,201.9
Field_06,6,3.33,0.91,9660.1,65.1,43.9,15.71,0.1706,176.6
Field_06,6,3.43,0.91,9583.7,65.4,42.1,18.18,0.1614,158.0
Field_06,6,3.54,0.91,9355.4,71.9,41.2,19.26,0.1683,153.7
Field_06,6,3.64,0.91,9041.3,81.4,40.5,19.02,0.1837,173.2
Field_06,6,3.74,0.91,8740.3,88.8,40.2,18.54,0.1913,217.8
Field_06,6,3.84,0.91,8535.4,90.7,40.0,18.01,0.1835,252.1
Field_06,6,3.94,0.91,8468.9,87.2,39.6,17.1,0.1667,247.0
Field_06,6,4.04,0.91,8514.2,79.4,40.1,16.09,0.1524,228.1
Field_06,6,4.14,0.91,8612.1,69.5,43.5,15.78,0.1498,225.8
Field_06,6,4.24,0.91,8752.3,61.5,49.1,16.32,0.161,239.1
Field_06,6,4.34,0.91,8935.5,58.6,53.5,17.03,0.1783,243.9
Field_06,6,4.44,0.91,9076.8,61.3,55.4,17.32,0.1902,224.3
Field_06,6,4.55,0.91,9054.3,68.5,55.8,17.36,0.1917,205.6
Field_06,6,4.65,0.91,8875.0,78.8,55.2,17.21,0.1881,226.1
Field_06,6,4.75,0.91,8717.4,88.6,53.3,16.61,0.1889,281.6
Field_06,6,4.85,0.91,8724.8,92.6,51.1,15.69,0.197,309.3
Field_06,6,4.95,0.91,8811.8,88.5,49.9,14.96,0.2065,267.0
Field_06,6,5.05,0.91,8825.0,80.8,48.7,14.51,0.2102,196.5
Field_06,6,5.15,0.91,8798.0,75.9,46.9,14.23,0.2067,151.2
Field_06,6,5.25,0.91,8814.0,76.4,45.5,14.38,0.1982,135.2
Field_06,6,5.35,0.91,8763.1,80.2,45.8,15.4,0.1871,127.4
Field_06,6,5.45,0.91,8521.5,84.5,47.3,16.9,0.1773,114.1
Field_06,6,5.56,0.91,8222.8,88.1,47.8,17.68,0.1744,101.2
Field_06,6,5.66,0.91,8098.8,91.4,46.6,16.95,0.1788,103.0
Field_06,6,5.76,0.91,8191.1,93.6,44.8,15.18,0.1834,119.8
Field_06,6,5.86,0.91,8377.3,92.0,44.3,13.3,0.1828,139.3
Field_06,6,5.96,0.91,8541.8,85.6,45.3,12.13,0.1804,154.5
Field_06,6,6.06,0.91,8643.3,78.6,46.6,12.14,0.1824,173.1
Field_06,6,6.16,0.91,8728.4,74.3,46.8,13.15,0.1881,196.9
Field_06,6,6.26,0.91,8888.1,70.9,46.0,14.31,0.1922,210.1
Field_06,6,6.36,0.91,9137.6,67.0,45.5,14.91,0.1941,210.6
Field_06,6,6.46,0.91,9353.2,64.7,46.0,15.06,0.1959,214.1
Field_06,6,6.57,0.91,9367.4,65.4,47.2,15.11,0.197,221.8
Field_06,6,6.67,0.91,9154.7,67.2,48.4,15.16,0.1961,222.7
Field_06,6,6.77,0.91,8876.2,68.9,49.8,15.08,0.1918,219.5
Field_06,6,6.87,0.91,8698.0,72.2,51.0,14.67,0.182,225.0
Field_06,6,6.97,0.91,8665.7,79.5,51.4,13.68,0.1689,238.2
Field_06,6,7.07,0.91,8778.5,89.5,50.2,12.27,0.1613,245.5
Field_06,6,7.17,0.91,9021.2,96.0,47.6,11.09,0.1656,239.8
Field_06,6,7.27,0.91,9308.4,94.3,44.7,10.84,0.1774,226.6
Field_06,6,7.37,0.91,9528.9,88.6,42.6,11.71,0.1832,213.0
Field_06,6,7.47,0.91,9623.6,86.8,41.2,13.32,0.171,196.6
Field_06,6,7.58,0.91,9548.9,90.6,40.4,15.26,0.1431,169.2
Field_06,6,7.68,0.91,9261.3,94.8,41.1,17.72,0.1158,138.8
Field_06,6,7.78,0.91,8822.4,93.9,44.0,21.11,0.1048,125.9
Field_06,6,7.88,0.91,8417.3,86.5,48.8,24.8,0.112,144.1
Field_06,6,7.98,0.91,8214.3,75.4,54.6,26.84,0.1282,201.0
Field_06,6,8.08,0.91,8295.4,66.9,60.7,25.8,0.1446,271.9
Field_06,6,8.18,0.91,8671.9,67.1,65.0,22.68,0.1578,318.6
Field_06,6,8.28,0.91,9236.4,75.1,65.3,19.6,0.1694,330.1
Field_06,6,8.38,0.91,9770.5,83.0,60.7,17.73,0.1812,306.5
Field_06,6,8.48,0.91,10096.2,85.4,52.9,17.05,0.1923,269.4
Field_06,6,8.59,0.91,10166.1,84.8,45.1,17.04,0.1985,247.2
Field_06,6,8.69,0.91,10010.6,85.5,39.8,17.24,0.1942,256.4
Field_06,6,8.79,0.91,9691.9,87.4,38.3,17.43,0.1801,291.1
Field_06,6,8.89,0.91,9311.7,87.3,40.1,17.15,0.1655,321.5
Field_06,6,8.99,0.91,8994.1,84.2,43.6,16.0,0.1588,318.8
Field_06,6,9.09,0.91,8836.9,79.5,46.2,14.63,0.1607,287.0
Field_06,6,9.19,0.91,8896.5,74.1,45.9,14.23,0.1673,248.5
Field_06,6,9.29,0.91,9153.6,66.3,42.8,15.29,0.1721,207.7
Field_06,6,9.39,0.91,9458.9,56.2,39.4,17.44,0.1696,166.5
Field_06,6,9.49,0.91,9620.8,48.0,38.0,19.83,0.1627,142.7
Field_06,6,9.6,0.91,9552.2,44.8,38.8,21.48,0.1596,148.4
Field_06,6,9.7,0.91,9281.2,46.6,40.8,21.2,0.1626,173.1
Field_06,6,9.8,0.91,8924.1,51.5,43.1,18.81,0.1683,188.5
Field_06,6,9.9,0.91,8661.7,58.1,44.8,15.85,0.174,182.1
Field_06,6,10.0,0.91,8613.0,66.1,45.2,13.62,0.1797,170.9
Field_06,6,0.0,1.01,8480.4,67.6,42.3,13.39,0.1681,149.7
Field_06,6,0.1,1.01,8757.3,76.5,41.3,14.06,0.1605,166.7
Field_06,6,0.2,1.01,8917.7,82.9,39.7,15.98,0.1464,201.8
Field_06,6,0.3,1.01,8954.6,86.5,37.8,18.04,0.1344,249.2
Field_06,6,0.4,1.01,8923.9,86.7,36.6,18.6,0.1308,276.2
Field_06,6,0.51,1.01,8839.8,83.4,37.5,17.85,0.1354,259.0
Field_06,6,0.61,1.01,8704.6,78.0,40.9,17.55,0.1465,226.5
Field_06,6,0.71,1.01,8565.6,73.0,44.8,18.62,0.1618,212.5
Field_06,6,0.81,1.01,8486.3,70.9,46.7,19.89,0.1747,218.3
Field_06,6,0.91,1.01,8541.1,73.0,46.0,19.25,0.1786,224.4
Field_06,6,1.01,1.01,8768.4,78.4,44.1,16.91,0.1756,223.5
Field_06,6,1.11,1.01,9081.2,83.3,43.2,15.14,0.1758,231.7
Field_06,6,1.21,1.01,9370.4,83.9,44.5,15.13,0.1871,261.5
Field_06,6,1.31,1.01,9614.3,80.7,47.0,16.65,0.2079,304.1
Field_06,6,1.41,1.01,9765.9,77.6,48.5,19.16,0.2286,349.3
Field_06,6,1.52,1.01,9759.2,77.4,47.7,22.3,0.2402,406.2
Field_06,6,1.62,1.01,9674.8,78.8,44.5,25.47,0.2382,461.7
Field_06,6,1.72,1.01,9630.7,79.1,40.5,27.43,0.2226,459.2
Field_06,6,1.82,1.01,9543.6,78.5,38.6,26.97,0.1991,398.0
Field_06,6,1.92,1.01,9228.7,79.8,41.4,23.85,0.1779,350.2
Field_06,6,2.02,1.01,8682.5,83.0,47.5,19.32,0.1673,350.3
Field_06,6,2.12,1.01,8144.9,84.8,52.1,15.55,0.1688,378.4
Field_06,6,2.22,1.01,7922.3,83.6,51.5,13.79,0.1762,401.1
Field_06,6,2.32,1.01,8143.7,80.4,47.1,13.77,0.1822,393.7
Field_06,6,2.42,1.01,8641.8,76.8,43.0,14.38,0.1855,358.1
Field_06,6,2.53,1.01,9103.1,73.5,42.1,14.41,0.1875,317.3
Field_06,6,2.63,1.01,9342.3,70.1,45.3,13.6,0.1867,283.0
Field_06,6,2.73,1.01,9388.1,67.2,51.9,12.81,0.1832,254.6
Field_06,6,2.83,1.01,9347.5,66.4,58.5,12.75,0.1827,235.0
Field_06,6,2.93,1.01,9295.6,68.4,60.9,13.06,0.189,219.0
Field_06,6,3.03,1.01,9299.5,71.5,58.3,12.88,0.1973,194.7
Field_06,6,3.13,1.01,9415.7,71.9,52.8,12.53,0.1996,167.1
Field_06,6,3.23,1.01,9612.4,68.3,47.7,13.23,0.1915,146.1
Field_06,6,3.33,1.01,9775.9,64.1,44.7,15.35,0.1768,132.7
Field_06,6,3.43,1.01,9803.0,64.5,43.7,17.47,0.1673,126.1
Field_06,6,3.54,1.01,9662.8,71.3,43.5,17.72,0.1731,128.7
Field_06,6,3.64,1.01,9412.6,81.2,43.7,16.39,0.1891,140.7
Field_06,6,3.74,1.01,9165.7,89.3,44.6,14.94,0.1985,156.4
Field_06,6,3.84,1.01,9018.0,92.1,45.3,14.01,0.1915,162.5
Field_06,6,3.94,1.01,8984.6,89.5,44.1,13.78,0.1732,159.5
Field_06,6,4.04,1.01,8990.6,83.1,41.7,14.4,0.1559,166.0
Field_06,6,4.14,1.01,8967.7,76.0,41.5,15.83,0.1502,195.1
Field_06,6,4.24,1.01,8945.9,71.6,44.8,17.49,0.1594,240.1
Field_06,6,4.34,1.01,8961.3,71.0,48.5,18.62,0.1768,265.7
Field_06,6,4.44,1.01,8927.0,72.9,50.3,18.95,0.1907,245.6
Field_06,6,4.55,1.01,8721.7,77.1,50.5,18.71,0.1943,223.1
Field_06,6,4.65,1.01,8394.0,83.4,49.6,18.23,0.1911,254.8
Field_06,6,4.75,1.01,8178.9,88.8,47.5,17.59,0.1887,322.8
Field_06,6,4.85,1.01,8243.2,88.6,45.9,16.73,0.191,338.6
Field_06,6,4.95,1.01,8481.0,82.7,46.2,15.73,0.1952,272.2
Field_06,6,5.05,1.01,8693.4,76.1,46.7,14.77,0.1969,192.2
Field_06,6,5.15,1.01,8860.6,73.7,45.9,14.12,0.1946,146.4
Field_06,6,5.25,1.01,9029.7,76.4,45.4,14.22,0.1893,125.9
Field_06,6,5.35,1.01,9086.8,81.5,46.8,15.48,0.1814,109.7
